material_id,formula
mp-1183624,Cd3Ni
mp-1183626,Cd3Ir
mp-1183630,Cd3Fe
mp-1183632,Cd3P
mp-1183635,Cd3Pd
mp-1183639,CdHg3
mp-1183641,Cd3Pt
mp-1183644,Cd3Ge
mp-1183645,Cd3Ir
mp-1183646,Cd3Ga
mp-1183648,Cd3Pd
mp-1183649,CdGe3
mp-1183650,CdHg3
mp-1183652,CdHg3
mp-1183653,Cd3Os
mp-1183654,Cd3Pt
mp-1183656,CdH
mp-1183660,CdPb3
mp-1183661,Cd3Hg
mp-1183663,Cd3Pb
mp-1183665,Cd3Se
mp-1183666,CdGe3
mp-1183669,CdIn
mp-1183674,CdIn3
mp-1183675,CdPd3
mp-1183676,CdIn3
mp-1183680,CoW3
mp-1183709,CePa3
mp-1183711,Ce3Ti
mp-1183720,CdSn3
mp-1183732,CeTh3
mp-1183739,CdSb3
mp-1183741,CdSn3
mp-1183767,Ce3Pm
mp-1183770,CeP3
mp-1183775,Ce3Hf
mp-1183777,CoSn3
mp-1183827,Ce3Hf
mp-1183858,CeS3
mp-1184006,GaCo3
mp-1184519,In3Cl
mp-1184605,Hg3Cl
mp-1184907,K3Cd
mp-1184962,KCd3
mp-1184995,La3Cd
mp-1185113,La3Cd
mp-1185148,KCl3
mp-1185156,LaCe3
mp-1185604,LaCe3
mp-1185970,Mn3Co
mp-1186024,Na3Cd
mp-1186031,Na3Cd
mp-1186120,NpCo3
mp-1186127,NaCd3
mp-1186263,Nd3Cd
mp-1186265,Nd3Cd
mp-1186296,NdCd3
mp-1186303,NdCd3
mp-1186339,NiCl
mp-1186356,Os3Cl
mp-1186380,Pa3Cd
mp-1186397,PaCd
mp-1186561,PmCd3
mp-1186783,Pt3Cl
mp-1186934,S3Cl
mp-1187010,Sm3Cd
mp-1187405,Th3Cd
mp-1187408,Th3Cl
mp-1187478,TiCd3
mp-1187500,Tl3Cl
mp-1187513,Tl3Cd
mp-1187555,Tl3Cd
mp-1187642,U3Cd
mp-1187653,YbCd3
mp-1187945,Yb3Cd
mp-1187993,Zn3Co
mp-1188030,Zr3Cd
mp-1188032,Zr3Cl
mp-1188034,ZrCo3
mp-1188994,Tb3Co
mp-1190097,Ce2Ir7
mp-1190841,Hf2Co
mp-1194,CdPt
mp-1210,ThCd2
mp-1211,ScCd
mp-1213851,Cd2P
mp-1215431,ZnCo2
mp-1216405,VCo3
mp-1224185,In3Co
mp-1226007,CoIr
mp-1226010,Co4Ge
mp-1226024,Co4Ru
mp-1226027,CoIr
mp-1226422,Co3Rh
mp-1226439,Co2Pd
mp-1226523,CeTh
mp-1226552,CeSm
mp-1226722,CdTe
mp-1226724,CdSb
mp-1226801,Ce2Si3
mp-1226878,Cd3Hg
mp-1238832,ZnCl3
mp-12581,CdTe
mp-12661,Cd3In
mp-1274,CoS
mp-13119,CdO
mp-1513,Co9S8
mp-1518,CeRh3
mp-1585,V3Co
mp-16775,CdCu2
mp-1696,CdPd
mp-170,HoCd
mp-1857,YbCd
mp-20296,In2Co
mp-20559,Ga3Co
mp-2070,CoS2
mp-2085,PrCo2
mp-2098,CeOs2
mp-2109,CePt2
mp-21185,Cd3P2
mp-21188,CeNi
mp-21237,CoGe
mp-21245,CePt
mp-2217,LuCd
mp-22762,CoN3
mp-22850,RuCl3
mp-23275,TiCl3
mp-2349,YCd3
mp-23722,HCl
mp-2379,CoSi2
mp-2388,CdTe
mp-2502,TmCd
mp-2628,DyCo2
mp-27302,TmCl2
mp-27440,ZrCl
mp-28116,TiCl2
mp-2837,PrCo5
mp-2863,CeCd3
mp-29453,SmCl2
mp-30045,CoGe2
mp-30495,SmCd2
mp-30496,SrCd
mp-30498,TbCd3
mp-30500,TiCd
mp-30501,Ti2Cd
mp-30502,TmCd3
mp-30562,Sc2Co
mp-30564,ThCo
mp-30619,Zr3Co
mp-426,CoSe
mp-445,NdCo2
mp-448,CoN
mp-541131,Ce2Sn5
mp-542484,Sr5Cd3
mp-569391,ZrCl3
mp-569957,Cd3N2
mp-570403,TbCd3
mp-570430,TaCo2
mp-571035,OsCl4
mp-571059,YCd3
mp-571365,Co2Sn
mp-574,Ta2Co
mp-582,CeIr2
mp-604908,CoSe
mp-607,CeRu2
mp-628,Zr2Co
mp-632,TmCo2
mp-636095,Zr3Cd2
mp-640118,CeZn3
mp-677,SrCd2
mp-695,TiCo2
mp-722729,Yb6Cl13
mp-7303,ErCd3
mp-7317,Sm5Co2
mp-754720,CoO2
mp-776,LaCd
mp-788,CoTe
mp-8053,YCo
mp-862755,PrCd3
mp-862762,Pr3Co
mp-862845,IrCl2
mp-862899,PmCd3
mp-863657,PmCl2
mp-864616,ICl2
mp-864641,HoCl2
mp-865193,Co3Pt
mp-865366,YbCd3
mp-865373,YCo
mp-865732,LuCd2
mp-865733,CoTc3
mp-865960,CoRe3
mp-865985,CdPd3
mp-866022,CdPt3
mp-867,ErCd
mp-867158,SmCd3
mp-867259,RhCl2
mp-867343,Li3Cd
mp-915,YCd
mp-929,ZrCo2
mp-951,CeRh2
mp-972954,MgCd2
mp-973166,NaCd3
mp-974467,Ru3Cl
mp-975019,Rb3Cd
mp-975028,Rb3Cd
mp-975601,Pr3Cl
mp-977165,Li3Co
mp-978928,SnCl
mp-979269,Tl3Cd
mp-979465,SmCd3
mp-980752,Sm3Co
mp-981200,Zn3Cd
mp-982780,K3Cd
mp-983062,K3Cd
mp-983458,Tl3Cl
mp-9835,CoSb2
mp-983509,Na3Cd
mp-984772,Ce3Zn
mp-985284,Ce3Pa
mp-990084,Na2Cl
mvc-15478,CoN
mvc-6933,CoO2
mp-1006282,Nd7Co3
mp-1006815,CsH3
mp-1007974,CrNi3
mp-1008275,Cr3Ni
mp-1008278,Cr3Ni
mp-1008282,Cr3Fe
mp-1008285,Cr3Fe
mp-1008922,CuN
mp-1008923,CuN
mp-1009079,CrTe
mp-1009641,CoTe2
mp-1009826,TaCo
mp-1014303,Cr3N2
mp-1014345,Cr3N4
mp-1014373,CrN2
mp-1014454,Cr3N2
mp-1014460,Cr3N4
mp-1014509,Cr3N2
mp-1015582,CrN2
mp-1018029,CuPd
mp-1018053,InCu
mp-1018149,ScCu2
mp-1018730,In2Cu
mp-1022728,Cu3O2
mp-1023128,CuS
mp-1023130,Cu4O3
mp-1024991,ErCu2
mp-1025122,LuCu2
mp-1025402,SrCu
mp-1025440,CuGe3
mp-1034,Th2Cu
mp-10598,CuSn
mp-1064000,Cs3Pt
mp-1067210,ZrCu
mp-1068,CuS2
mp-1070544,CrGa4
mp-1071835,DyCu2
mp-1071904,PrCu2
mp-1072518,In2Cu
mp-1077001,GaCu2
mp-1077023,TiCu2
mp-1077154,SmCu2
mp-1077209,TmCu2
mp-1077252,Cr2Ni
mp-1077258,Nb2Cr
mp-1077262,TbCu5
mp-1077372,Zr2Cu
mp-1077708,Cr2Fe
mp-1078576,Cu3N
mp-1079393,Co3Si
mp-1079818,CrTe
mp-1079863,TiCo3
mp-1080022,ZrCu
mp-1080107,UCo
mp-1080203,CuN
mp-1080443,YCu
mp-1080797,CsHg
mp-1095643,NbCr2
mp-1095650,CsNa2
mp-1096882,Cr3N2
mp-1096937,CuI
mp-1096941,CuS
mp-1102370,Ta2Co
mp-1103235,CuTe2
mp-1120722,CuO
mp-11359,Ga2Cu
mp-1139,Co3Mo
mp-1140,NdCu5
mp-1147667,CuI2
mp-1147700,Cu2N
mp-1147768,CuO
mp-1169,ScCu
mp-1181499,CuO2
mp-1181516,CuTe
mp-1181521,CsGe
mp-1183678,CoH3
mp-1183698,Co3Ir
mp-1183703,CrRe3
mp-1183704,CoRh3
mp-1183705,Cr3Pt
mp-1183728,Co2S3
mp-1183749,CrIr3
mp-1183932,CsLa3
mp-1183937,CsHo
mp-1183944,CsNd3
mp-1183945,CsRb3
mp-1183946,CsPr3
mp-1183949,CsLa3
mp-1183956,CsLa
mp-1183958,CsK3
mp-1183961,CsNd
mp-1183964,CsPm
mp-1183969,Cu3Sb
mp-1183970,Cu3W
mp-1183984,Cu3Te
mp-1183994,CsSr3
mp-1183995,GaCu3
mp-1183996,Cu3F
mp-1183999,CsYb3
mp-1184001,GaCu3
mp-1184002,CsSr3
mp-1184012,CsYb3
mp-1184016,CsRb3
mp-1184019,CsYb3
mp-1184021,Cu3Ge
mp-1184027,Cu3Rh
mp-1184028,Cu3Rh
mp-1184035,CsSr3
mp-1184119,CuPd3
mp-1184121,CuRu3
mp-1184128,CuPb3
mp-1184132,CuSn3
mp-1184147,CuGe3
mp-1184173,CuSn3
mp-1184183,CuGe3
mp-1184185,CuPb3
mp-1184480,In3Cu
mp-1184704,HfCu3
mp-1184721,HfCo3
mp-1184858,InCu3
mp-1184878,K3Cu
mp-11852,NdCu2
mp-1185535,Cs2O3
mp-1185541,CsNa3
mp-1185543,CsK3
mp-1185553,Cs3Hg
mp-1185554,CsK3
mp-1185559,CsRb3
mp-1185666,NaCu3
mp-1186036,Na3Cu
mp-1186214,Nb3Cu
mp-1187227,Ta3Cu
mp-1187449,Th3Cr
mp-1187519,Tl3Cu
mp-1187546,Tl3Cu
mp-1187695,V3Cr
mp-1187968,Yb3Cu
mp-1187970,Yb3Cr
mp-1188040,ZrCu3
mp-1189329,Y3Co
mp-1191437,Zr2Co
mp-1206157,Cu7Si2
mp-1206750,CrPt
mp-1206874,CoH
mp-12086,Cu3Pt
mp-1213016,CuI2
mp-1215401,ZnCu2
mp-1215462,ZnCu
mp-1215483,Zn3Cu
mp-1215518,ZnCu3
mp-1215529,ZnCu3
mp-1216394,VCr
mp-1217156,Ti4Cr
mp-1224832,GaCu4
mp-1225307,DyCu5
mp-1225656,CuPd
mp-1225695,CuNi
mp-1225698,Cu3Ni
mp-1225701,CuPd
mp-1225705,CuH
mp-1225717,Cu3N
mp-1225722,Cu5Ge2
mp-1225745,Cu3Ge
mp-1225746,Cu3N
mp-1225758,Cu3N
mp-1225769,Cu5Ge2
mp-1225805,Cu2Se
mp-1225895,CsRb
mp-1225902,CsK
mp-1225995,CoRe
mp-1226058,Co4Ge
mp-1226170,CrRh
mp-1226177,CrRu
mp-1226207,CrPt4
mp-1226211,CrFe
mp-1226223,Cr3Ru
mp-1226229,CrIr
mp-1226232,CrNi
mp-1226294,Cr3Os
mp-1226316,CrIr3
mp-1228983,CsZn8
mp-1231,Cr3Ga
mp-12546,TiCu3
mp-12586,SmCu
mp-13117,CuN
mp-13138,Cu3Sn
mp-13392,NdCu
mp-13480,Cu3N
mp-1377,ThCu2
mp-1425,TiCr2
mp-1589,TiCr2
mp-1607,YbCu5
mp-1609,Cr3Ir
mp-1667,Co2Ge
mp-1731,LaCo5
mp-1837,TbCu
mp-19091,CrO
mp-193,Zr2Cu
mp-1937,YbCu
mp-1944,CoP3
mp-1955,ErCu
mp-1971,HoCu
mp-19724,Cu3Ge
mp-2000,CuSe2
mp-2002,Cu3Sb
mp-20155,CoSn2
mp-20456,Co3Se4
mp-20536,CoSn
mp-20685,Cr3Ge
mp-2078,TiCu
mp-20862,CoSe2
mp-2157,Co3W
mp-22204,Co2P
mp-22236,In3Co
mp-22270,CoP
mp-22297,Cu2Se
mp-22631,Co2N
mp-2280,CuSe2
mp-2385,TaCr2
mp-24287,CrH
mp-2462,PrCu5
mp-24669,CrH
mp-2515,CrPt3
mp-25229,CuO
mp-2643,Ti3Cu4
mp-2644,CoSb
mp-2666,CrSb2
mp-2698,YCu2
mp-2726,SrCu5
mp-2797,YCu5
mp-281,YbCo2
mp-29184,Cr2P
mp-30566,Ti2Co
mp-30568,Zn13Co
mp-30574,CsGa7
mp-30577,CsK2
mp-30579,ErCu5
mp-30581,Hf2Cu
mp-30584,HoCu2
mp-30596,Cu11Sb3
mp-30600,TmCu5
mp-30603,ZrCu5
mp-31217,Cu8O
mp-33218,CuI4
mp-336,SmCo2
mp-488,CuSe
mp-504,CuS
mp-510262,Cs3O
mp-523,CrS
mp-537,ErCo2
mp-548,NbCr2
mp-553942,Cu2S
mp-555599,CuS
mp-558139,CuS
mp-561735,Cs7O
mp-562001,Cs11O3
mp-567538,YbCu2
mp-568998,CuSe
mp-569624,HfCr2
mp-569866,Cs6K7
mp-570963,TaCr2
mp-574379,CsHg2
mp-579718,Th2Cu
mp-580136,LuCu5
mp-580226,CuSe
mp-580287,Zr3Cu
mp-580357,Cu3Pd
mp-580364,HoCu5
mp-581786,Cu3Sn
mp-582635,U6Co
mp-583800,Zr2Cu
mp-623012,CuTe
mp-624307,Cu7Te4
mp-644311,CuPt
mp-670,NbCo2
mp-673655,Cu9Se5
mp-674831,Cu2S
mp-675278,Cu11S16
mp-684525,Cu2Se
mp-684604,CuS2
mp-684605,Cu17Se10
mp-684710,Cu9S5
mp-684732,Co2S3
mp-684898,Cu18S11
mp-685108,Cu9S5
mp-704745,Cu8O
mp-705439,CuO2
mp-712,YCu
mp-7291,CrP2
mp-7302,CrP4
mp-742,Ti2Cu
mp-7540,Cu3P
mp-755,CoSb2
mp-7576,CrSi
mp-7577,CoSi
mp-760381,CuS
mp-7806,Cr3P
mp-784631,CrNi2
mp-819,HfCr2
mp-838,Cu3Sn
mp-849086,CuS2
mp-850099,CuS2
mp-862658,LiCu3
mp-862689,Cs3Rb
mp-863677,PmCu3
mp-865014,Mg2Cu
mp-865176,HfCu3
mp-865565,CsSn3
mp-865798,GaCu3
mp-867317,Cu3Si
mp-8780,Cr2N
mp-8937,CrSi2
mp-903,ZrCr2
mp-943,Co3S4
mp-972042,Zn3Cu
mp-972828,Cu3Si
mp-972916,MgCu
mp-973092,ScCu3
mp-973100,ScCu3
mp-974023,In3Cu
mp-975642,Pr3Cu
mp-976292,NaCu
mp-978279,Mg3Cu
mp-979283,V3Cu
mp-979983,Cs3Yb
mp-980769,SmCu
mp-984518,Ga3Cu
mp-984711,Cr3Cu
mp-984712,Cr3Se
mp-984762,CsY
mp-985707,CoSn3
mp-987,ZnCu
mp-9945,CoTe2
mp-999392,NbCr3
mp-999439,Nb3Cr
mvc-11097,CrO3
mvc-11548,CrO3
mvc-13442,Cu2S
mvc-13461,CrN2
mvc-13555,CrS2
mvc-13841,CuN
mvc-3500,CrO2
mvc-7055,CrS2
mvc-7057,CoS2
mp-1002223,DyP
mp-1002224,ErP
mp-1002229,ErN
mp-1007,DySb
mp-1007855,FeNi3
mp-1007906,ErH
mp-1008924,DySb
mp-1008931,ErSb
mp-1018063,ErH3
mp-1018077,ErGa
mp-1018158,DySb2
mp-1018159,ErSb2
mp-1018675,DyS2
mp-1018679,DyTe2
mp-1018683,DySe2
mp-1018686,ErH2
mp-1018687,ErS2
mp-1018692,ErTe2
mp-1024969,NpF5
mp-1025030,ErPt5
mp-1025096,ErZn2
mp-1025444,ErPt
mp-1058,PdF2
mp-1061855,DyHg2
mp-1062078,ErPd2
mp-1063239,DyPd2
mp-1064456,CuO
mp-1071283,Nb2Fe
mp-1072655,ZrCu2
mp-10761,FeTe
mp-1077241,YCu2
mp-1077267,ErSi2
mp-1078505,DySn3
mp-1078538,FeSe
mp-1078613,DyPt
mp-1078920,LaCu
mp-1078945,FeSe
mp-1078991,ErTe3
mp-1079090,Er3Sn7
mp-1079091,PrCu
mp-1079295,ErSi
mp-1079370,ErH3
mp-1079399,V3Fe
mp-1079474,ErSn3
mp-1079939,FeH4
mp-1080202,FeN2
mp-1080514,SrF3
mp-1086673,DyTe3
mp-1090,FeSe
mp-1095508,Er5S7
mp-1095604,ErTc2
mp-1100763,Pt3F
mp-1102084,DyTc2
mp-1102143,ErRe2
mp-1102210,DyRe2
mp-1102508,DyOs2
mp-1102936,Ta2Fe
mp-1103125,Dy5S7
mp-1103421,Dy2Pt
mp-1103883,ErGa6
mp-1103932,Dy2Te5
mp-1104136,Er3Pt4
mp-1104161,Dy3Zn11
mp-1104399,Dy3Pd4
mp-1104534,DyGa6
mp-1104551,DyZn12
mp-1104664,Dy3Pt4
mp-1104774,Er3Pd4
mp-1105178,Er2Sn5
mp-1105479,Dy3Pt
mp-1105615,Dy3Ir
mp-1105737,Dy5Ge3
mp-1105786,Dy7Rh3
mp-1105841,Dy3Ru
mp-1105965,Er5Tl3
mp-1106153,Er3In5
mp-11363,TbCu5
mp-11368,Er5Ga3
mp-11370,ErIn
mp-11372,ErSn3
mp-11374,DyTl
mp-11437,Er3Rh
mp-1144,ErP
mp-11798,Fe3Pt
mp-1181500,Dy3Ge5
mp-1181553,Dy5Tl3
mp-1182,DySi
mp-1183788,DyHo3
mp-1183793,DyPa3
mp-1183805,Dy3Zr
mp-1183825,Dy3Zr
mp-1183835,DyPa
mp-1183836,DySb3
mp-1183841,DyHo3
mp-1183846,DyLu3
mp-1183851,DyOs3
mp-1184064,Dy3Tm
mp-1184065,Dy3Ho
mp-1184071,DyTa3
mp-1184093,DyTh3
mp-1184098,Dy3V
mp-1184100,Dy3Er
mp-1184123,DyZr
mp-1184141,Dy3Lu
mp-1184143,DyTm3
mp-1184156,Er3In
mp-1184165,Er3Ga
mp-1184177,Er3Sn
mp-1184178,Er3Pb
mp-1184179,Er3P
mp-1184186,Er3Ge
mp-1184192,Er3Tm
mp-1184195,ErGa3
mp-1184211,ErO
mp-1184274,ErSb3
mp-1184331,ErPa3
mp-1184334,ErOs3
mp-1184346,FeHg3
mp-1184472,FeGe3
mp-1184575,Ho3Er
mp-1184695,Ho3Er
mp-1184748,Ir3F
mp-1184779,HoEr3
mp-1184895,K3Er
mp-1184996,LaF
mp-11854,Er5Ge3
mp-1186038,Na3Dy
mp-1186131,NaDy3
mp-1186262,Nd3Dy
mp-1186272,Nd3Cu
mp-1186300,NdEr3
mp-1186301,NdDy3
mp-1186354,Os3F
mp-1186490,Pm3Dy
mp-1186495,Pm3Er
mp-1186502,Pm3Er
mp-1186520,PrDy3
mp-1186524,PrDy3
mp-1186525,PrEr3
mp-1186551,PmEr3
mp-1186552,PmDy3
mp-1186563,PmEr3
mp-1186565,PmDy3
mp-1186705,Pr3Dy
mp-1186708,Pr3Dy
mp-1186711,Pr3Er
mp-1186838,Rb3Er
mp-1186909,Ru3F
mp-1187104,Sr3Cu
mp-1187162,SrF
mp-1187278,Tb3Dy
mp-1187281,Tb3Er
mp-1187669,YbDy3
mp-1187697,V3Fe
mp-1187753,V3Cu
mp-1189039,Er5In3
mp-1189478,Er3Ir
mp-1189835,Er3Pt
mp-1189839,Dy5Pt3
mp-1190297,DyGa3
mp-1206375,DyH3
mp-1206414,Tl2F3
mp-12120,FeN
mp-1212972,Dy3In5
mp-1222883,LaDy
mp-1223785,HoEr
mp-1224692,Fe2Pt
mp-1224766,Fe3Pt
mp-1224780,Fe3Ni
mp-1224803,FeRu
mp-1224883,FePd3
mp-1224941,FeMo2
mp-1224977,FeCu4
mp-1225078,FeNi3
mp-1225226,Fe4Mo
mp-1225278,DyEr
mp-1225291,Dy2Si3
mp-1225381,ErZr
mp-1225438,Dy2Ge3
mp-1225448,ErTh
mp-1225502,DyHo
mp-1225515,DyTh2
mp-1225676,Cu3Te2
mp-1225750,Er2Si3
mp-12543,Dy3Pd2
mp-12545,Er3Pd2
mp-12608,CuPt7
mp-12770,DySi2
mp-1280,ErTe
mp-1291,ErIn3
mp-12960,Er5Sb3
mp-13497,Er2Mg
mp-1358,DyIr2
mp-1388,DyRh2
mp-14549,CuO
mp-1495,ErIr2
mp-1527,TbCu2
mp-1623,ErS
mp-16328,DyS2
mp-1660,ErZn
mp-1711,Er3Ge4
mp-1718,ZrFe2
mp-1757,DyFe2
mp-1762,ErRh2
mp-1795,NbF3
mp-1805,ErRh5
mp-1825,Cu2Sb
mp-1913,ErPt3
mp-1927,Dy4Sb3
mp-1939,ErNi2
mp-20021,DySn2
mp-20064,DyGa2
mp-20122,DyGe
mp-2014,DyP
mp-20176,DyPb3
mp-20236,DyIn3
mp-20284,PdF2
mp-20311,FeSe
mp-20379,DyTh
mp-20432,Fe2Ge
mp-2051,LaCu2
mp-20714,FeSb2
mp-20826,CuTe
mp-21050,UFe2
mp-21273,FeTe
mp-21410,FeS
mp-2145,ErSi2
mp-2159,DyTe
mp-217,ErTl
mp-2191,ErSb
mp-2226,DyPd
mp-2264,ErGe
mp-227,SmCu5
mp-232,DyRh
mp-2334,DyCu
mp-2381,ErRh
mp-2415,DyTl3
mp-24151,DyH2
mp-2417,DyIr3
mp-24192,ErH2
mp-2422,ErGa2
mp-2431,ErTl3
mp-2443,DyHg
mp-2465,DyPt3
mp-2468,ErHg
mp-2470,DyS
mp-2491,ErSe
mp-2570,PuFe2
mp-2613,LaCu5
mp-2619,FeSb
mp-2620,DySi
mp-2713,ErIr
mp-2738,DyNi
mp-2780,Fe3Se4
mp-2825,ErPd3
mp-2836,Dy5Si3
mp-29777,Er2Ge5
mp-30578,DyCu5
mp-30585,HoCu5
mp-30602,DyMg2
mp-30604,DyGa
mp-30607,ErMg2
mp-30610,Er2Pt
mp-30613,ErSn2
mp-30614,ErZn12
mp-30620,DyRh5
mp-30622,Dy5Ru2
mp-30623,Dy5Sn3
mp-30627,DyZn5
mp-30635,Fe3Pd
mp-30963,Er2Zn17
mp-30964,Dy2Zn17
mp-31167,Er5Si3
mp-31198,Er3Ru2
mp-31385,Er5Sn3
mp-378,ErSi
mp-388,ErPb3
mp-398,ErGa3
mp-421,DyNi2
mp-480,ErPt2
mp-505531,FeS
mp-505577,Dy3Ge5
mp-513,ErGe3
mp-540,ScFe2
mp-540546,Er3Ni2
mp-540622,RhF5
mp-542342,Dy5Ga3
mp-556095,Dy3S4
mp-556324,NiF2
mp-567314,ErNi
mp-568064,Dy2Sn5
mp-568144,Dy5In3
mp-569701,ErTe3
mp-569760,Dy5Pb3
mp-569915,Er5Rh3
mp-569927,ErZn5
mp-570071,Dy2Zn17
mp-570093,DyZn2
mp-570291,DyGa3
mp-570860,DySn3
mp-571400,Dy3Se4
mp-634867,TiF3
mp-649,FePt3
mp-655448,Dy3Ge4
mp-673165,Dy2O3
mp-684963,Fe3Se4
mp-704645,CuO
mp-7132,DySe
mp-7281,Dy3Ni2
mp-775,Er5Si4
mp-797,DyPd3
mp-814,DySe
mp-8338,TaF3
mp-851,ErPd
mp-862681,ErMg3
mp-864888,Dy2Mg
mp-864994,DyHg3
mp-865103,DyGa3
mp-865212,Fe3Re
mp-866102,ErHg3
mp-916,DyPt2
mp-972502,Sm3Dy
mp-972534,SmDy3
mp-972539,Sm3Er
mp-972767,Si3F
mp-972908,La3Dy
mp-972912,La3Er
mp-973464,LaEr3
mp-973534,FeRe
mp-973777,Hg3F
mp-973778,Hg3F
mp-973881,PmDy3
mp-974002,OF3
mp-974325,NdDy3
mp-974386,Rh3F
mp-974458,Re3F
mp-975388,NdDy3
mp-975599,Pr3Er
mp-975639,Pr3Er
mp-976135,PrEr3
mp-976138,PrDy3
mp-976147,PrEr3
mp-976405,NaEr3
mp-976783,Ge3F
mp-977053,Pm3Er
mp-978535,SmDy3
mp-978548,SmEr3
mp-978906,Sm3Dy
mp-978927,SmEr3
mp-978967,SrDy3
mp-979262,Tl3F
mp-979355,Sm3Dy
mp-979419,Dy3Y
mp-979614,Sm3Er
mp-979924,Dy3Y
mp-980063,YbDy3
mp-980070,YbEr3
mp-980385,Tb3Er
mp-981262,YbF
mp-982008,Hg3F
mp-982381,NaCu3
mp-984359,DyO3
mp-984707,ErTa3
mp-984713,Dy3Ga
mp-985,TmCu
mp-985437,ErLu3
mp-985475,Fe3Mo
mp-993,DySi2
mp-9978,ErSe2
mp-1001613,LuGa
mp-1002133,LaGa
mp-10032,Ge2Os
mp-10128,ThGe2
mp-1018073,HoGa
mp-10212,ScGe2
mp-1025551,GaPt
mp-1065301,TmGa
mp-1065711,NaGa
mp-1068803,YbGa4
mp-1070116,Ga2Te3
mp-1072256,Hf2Ge
mp-1072880,Nd2Fe
mp-1077183,PrGe2
mp-1077210,LuGa2
mp-1078464,MnGe
mp-1078526,GaPd
mp-1078584,Mn3Ga
mp-1078666,GaPt3
mp-1078864,KGa
mp-1080001,ZrGa3
mp-1088,YbGa4
mp-1095578,Ga5Ni
mp-1095682,Fe2Mo
mp-1097003,FeO2
mp-1102309,Yb2Ga
mp-1103522,Ga5W2
mp-1103824,TmGa6
mp-1103872,HoGa6
mp-1104008,NdGa6
mp-1104052,Pr9Ga4
mp-1104070,PrGa6
mp-1104451,SmGa6
mp-1104458,TbGa6
mp-1104639,YbGa6
mp-1105552,Nb5Ga3
mp-1105942,Sm5Ga3
mp-1106032,Ho5Ge3
mp-1106169,Zr5Ga3
mp-1106252,Nd5Ga3
mp-1106289,Ga7Pd3
mp-11387,HfGa3
mp-11388,GaIr
mp-11393,Nb3Ga2
mp-11397,Ga3Ni2
mp-11398,Ga3Ni5
mp-11404,PrGa
mp-11406,Pr3Ga
mp-11407,GaPt3
mp-11411,ScGa
mp-11412,ScGa2
mp-11413,ScGa2
mp-11415,Sm9Ga4
mp-11416,TaGa3
mp-11417,TbGa
mp-11418,TbGa3
mp-11419,ThGa2
mp-11420,YGa
mp-11440,HfGa2
mp-11441,Hf2Ga3
mp-1159,Zr2Fe
mp-1179520,Sc5Ga3
mp-1179861,NaGa
mp-1181290,GaO2
mp-1183973,Ga3Si
mp-1183975,GaGe3
mp-1183978,Ga3Sn
mp-1183982,Ga3Si
mp-1183985,GaGe3
mp-1183986,Ga3Sn
mp-1183987,GaHg3
mp-1183988,GaH
mp-1183990,GaO
mp-1183993,GaH3
mp-1183998,Ga3Tc
mp-1184010,Ga3Te
mp-1184013,GaHg3
mp-1184014,GaPb3
mp-1184024,GaHg3
mp-1184029,Ga3Si
mp-1184031,Ga3Sn
mp-1184034,GaNi3
mp-1184140,GaGe3
mp-1184209,GaPd3
mp-1184210,Ga3Pt
mp-1184212,Ga3P
mp-1184214,Ga3Se
mp-1184218,Ga3Pt
mp-1184224,GaSb3
mp-1184236,GaSn3
mp-1184252,GaSi3
mp-1184254,GaPd3
mp-1184258,Ga3Sb
mp-1184265,GaRh3
mp-1184266,GaSn3
mp-1184268,Ga3Hg
mp-1184278,GaPd3
mp-1184285,GaSn3
mp-1184289,Ga3Hg
mp-1184292,Ga3P
mp-1184298,FeRe3
mp-1184308,Ga3Pt
mp-1184314,Ga3Rh
mp-1184344,Ga3Pb
mp-1184355,Ga3Ge
mp-1184361,Ga3Pb
mp-1184368,FeRh3
mp-1184374,FeIr3
mp-1184425,Ga3Pb
mp-1184450,GaPb3
mp-1184650,Hf3Ga
mp-1184660,Ho3Ga
mp-1184775,FeSn3
mp-1184785,InGa3
mp-1184788,GeRh3
mp-1184811,InGa3
mp-1184834,K3Ga
mp-1184851,K3Ga
mp-1184898,K3Ga
mp-1184904,In3Ga
mp-1184915,In3Ge
mp-1186028,Na3Ga
mp-1186045,Na3Ga
mp-1186054,Na3Ga
mp-1186136,NaGa3
mp-1186416,PaGa3
mp-1186501,Pm3Ga
mp-1186900,Re3Ge
mp-1187539,Tl3Ga
mp-1187644,TmGa3
mp-1187668,U3Ge
mp-1188008,Zr3Ga
mp-1188285,HoGa3
mp-1188336,Zr5Ga4
mp-1188342,Tb5Ga3
mp-1188393,Ga3Re
mp-1188658,Tm5Ga3
mp-1188977,Ga3Rh
mp-1189187,Nb3Ge
mp-1189223,Lu5Ga3
mp-1189634,Ga3Ir
mp-1210627,Mn3Ga
mp-1212609,GaPd
mp-1212646,GaO2
mp-1216325,VGa
mp-1216480,V3Ga
mp-1221639,MnGa
mp-1221812,Mn4Ga
mp-1221828,Mn3Ga
mp-1224769,GaGe
mp-1224777,GaRe
mp-1224785,GaSb
mp-1224800,FeTe2
mp-1224802,GaPd
mp-1224858,GaNi2
mp-1256,HoGa2
mp-13449,YbGa2
mp-1448,NdGa
mp-1460,RbGa7
mp-1594,Ni2Ge
mp-1603,TmGa3
mp-1649,Fe3Pt
mp-16756,Ta3Ga2
mp-16852,Ga7Ni3
