material_id,formula,label,class
mp-1001834,HfN,-1,unlabeled
mp-1001916,HfN,-1,unlabeled
mp-1002106,HfPd,-1,unlabeled
mp-1002114,VH,-1,unlabeled
mp-1002122,HfIr,-1,unlabeled
mp-1003,TbGe2,-1,unlabeled
mp-1006132,Hf3Pb,-1,unlabeled
mp-1007656,HfPd3,-1,unlabeled
mp-1007692,HfPd,-1,unlabeled
mp-1007693,HfOs3,-1,unlabeled
mp-1007761,HW,-1,unlabeled
mp-1008734,ThH2,-1,unlabeled
mp-1008920,Mn2Ge,-1,unlabeled
mp-1009219,HfN2,-1,unlabeled
mp-1009238,Hf2Tl,-1,unlabeled
mp-1014219,HfZn,-1,unlabeled
mp-1014231,Hf2Zn,-1,unlabeled
mp-1017530,VH,-1,unlabeled
mp-1018054,HfPt3,-1,unlabeled
mp-1018055,HfIr,-1,unlabeled
mp-1018056,HfNi,-1,unlabeled
mp-1018144,LaH3,-1,unlabeled
mp-1018154,Hf2Hg,-1,unlabeled
mp-1018715,Hf5Pb,-1,unlabeled
mp-1018717,HfSb2,-1,unlabeled
mp-10201,Ge2Mo,-1,unlabeled
mp-10213,YGe2,-1,unlabeled
mp-1025067,ReGe2,-1,unlabeled
mp-1025100,LaGe5,-1,unlabeled
mp-1025422,HoGe3,-1,unlabeled
mp-1025459,HfTe3,-1,unlabeled
mp-1025491,TbGe3,-1,unlabeled
mp-1025513,ZrGe,-1,unlabeled
mp-1027,HfRh3,-1,unlabeled
mp-1042,HfSi,-1,unlabeled
mp-1043,HfV2,-1,unlabeled
mp-1060435,TiH,-1,unlabeled
mp-1069,HfSi2,-1,unlabeled
mp-1070103,Hf2Pt3,-1,unlabeled
mp-1070127,GeH4,-1,unlabeled
mp-1071473,TbGe5,-1,unlabeled
mp-1071768,TbGe2,-1,unlabeled
mp-1072419,SmGe5,-1,unlabeled
mp-1077017,HfV2,-1,unlabeled
mp-1077045,Ti2H,-1,unlabeled
mp-1077156,NdGe5,-1,unlabeled
mp-1077353,TiH2,-1,unlabeled
mp-1077482,TiH2,-1,unlabeled
mp-1078123,Ti4H3,-1,unlabeled
mp-1078573,GeH4,-1,unlabeled
mp-1078686,H3W,-1,unlabeled
mp-1078795,TmGe3,-1,unlabeled
mp-1079127,Ti2H3,-1,unlabeled
mp-1079230,SnH4,-1,unlabeled
mp-1079249,TbH3,-1,unlabeled
mp-1079902,SnH4,-1,unlabeled
mp-1079914,HfSb,-1,unlabeled
mp-1079923,H3W,-1,unlabeled
mp-1080617,GeH4,-1,unlabeled
mp-1080725,SnH4,-1,unlabeled
mp-1084805,YH3,-1,unlabeled
mp-1084830,LaGe,-1,unlabeled
mp-1093,ThGe,-1,unlabeled
mp-1094064,SbH3,-1,unlabeled
mp-1094140,MnGe2,-1,unlabeled
mp-1095024,Ti4H5,-1,unlabeled
mp-1095432,H2W,-1,unlabeled
mp-1095646,H5W,-1,unlabeled
mp-1095669,HfTc2,-1,unlabeled
mp-1096994,HfN,-1,unlabeled
mp-1097767,H3S,-1,unlabeled
mp-1099,NiGe,-1,unlabeled
mp-1101754,Ti4H7,-1,unlabeled
mp-1101810,Ge2W,-1,unlabeled
mp-1102018,HfP2,-1,unlabeled
mp-1104060,Nd2H5,-1,unlabeled
mp-1104286,Ge4Rh,-1,unlabeled
mp-1104418,H6W,-1,unlabeled
mp-1104486,Tm3Ge4,-1,unlabeled
mp-1105296,SrGe3,-1,unlabeled
mp-1105989,Lu5Ge3,-1,unlabeled
mp-11452,HfOs,-1,unlabeled
mp-11453,HfPd3,-1,unlabeled
mp-11454,Hf2Pd,-1,unlabeled
mp-11455,HfPt,-1,unlabeled
mp-11460,HfTc,-1,unlabeled
mp-11595,Yb5Ge3,-1,unlabeled
mp-1168,HfTe5,-1,unlabeled
mp-11722,PrGe2,-1,unlabeled
mp-1184545,HPt3,-1,unlabeled
mp-1184547,Hf3Se,-1,unlabeled
mp-1184548,HPd,-1,unlabeled
mp-1184549,HfTl,-1,unlabeled
mp-1184553,Hf3Pt,-1,unlabeled
mp-1184556,Ge3H,-1,unlabeled
mp-1184558,Hf3Sn,-1,unlabeled
mp-1184570,Hf3Ni,-1,unlabeled
mp-1184571,HgGe3,-1,unlabeled
mp-1184598,HOs3,-1,unlabeled
mp-1184606,HPt3,-1,unlabeled
mp-1184632,Hf3Hg,-1,unlabeled
mp-1184633,Hf3Sn,-1,unlabeled
mp-1184652,Ge3Os,-1,unlabeled
mp-1184664,Hf3Ge,-1,unlabeled
mp-1184665,Ge3O,-1,unlabeled
mp-1184666,HfP3,-1,unlabeled
mp-1184667,Ge3Ir,-1,unlabeled
mp-1184668,Hf3Si,-1,unlabeled
mp-1184672,HfTi3,-1,unlabeled
mp-1184675,HfH3,-1,unlabeled
mp-1184676,Hf3Sn,-1,unlabeled
mp-1184680,HIr,-1,unlabeled
mp-1184681,Hf3Sc,-1,unlabeled
mp-1184682,Ge3Pd,-1,unlabeled
mp-1184683,GeSb3,-1,unlabeled
mp-1184688,Hg3Ge,-1,unlabeled
mp-1184698,Hf3Th,-1,unlabeled
mp-1184703,Hf3Pb,-1,unlabeled
mp-1184726,HgGe3,-1,unlabeled
mp-1184728,Ge3Pt,-1,unlabeled
mp-1184731,HPb,-1,unlabeled
mp-1184747,Hf3Ni,-1,unlabeled
mp-1184752,InGe3,-1,unlabeled
mp-1184767,InH,-1,unlabeled
mp-1184772,Hf3Pb,-1,unlabeled
mp-1184781,InGe3,-1,unlabeled
mp-1184782,GePb3,-1,unlabeled
mp-1185128,La3Hf,-1,unlabeled
mp-1185667,Na3Ge,-1,unlabeled
mp-1186270,Nd3Hf,-1,unlabeled
mp-1186341,NiGe3,-1,unlabeled
mp-1186360,P3H,-1,unlabeled
mp-1186505,Pm3Hf,-1,unlabeled
mp-1186513,Pm3Hf,-1,unlabeled
mp-1186581,PmGe3,-1,unlabeled
mp-1186582,PmHf,-1,unlabeled
mp-1186717,Pr3Hf,-1,unlabeled
mp-1186895,Re3H,-1,unlabeled
mp-1187004,SiGe3,-1,unlabeled
mp-1187011,SmHf,-1,unlabeled
mp-1187023,Sn3Ge,-1,unlabeled
mp-1187027,Sn3Ge,-1,unlabeled
mp-1187030,Sn3Ge,-1,unlabeled
mp-1187066,SnGe3,-1,unlabeled
mp-1187180,Pa3H,-1,unlabeled
mp-1187292,Tb3Ge5,-1,unlabeled
mp-1187341,TbHf,-1,unlabeled
mp-1187415,Tc3Ge,-1,unlabeled
mp-1187495,Tl3Ge,-1,unlabeled
mp-1187501,TlH,-1,unlabeled
mp-1187554,Tl3Ge,-1,unlabeled
mp-1187648,Tm3Ge,-1,unlabeled
mp-1187786,Y3Ge,-1,unlabeled
mp-1187802,Y3Ge,-1,unlabeled
mp-1187975,Yb3H,-1,unlabeled
mp-1188039,Zr3Ge,-1,unlabeled
mp-1188050,ZnGe3,-1,unlabeled
mp-1188310,Tm5Ge3,-1,unlabeled
mp-1189573,Hf5Ir3,-1,unlabeled
mp-1205858,Hf2Ni7,-1,unlabeled
mp-1206371,NbH,-1,unlabeled
mp-1206743,HfS,-1,unlabeled
mp-1206927,Hf2Se,-1,unlabeled
mp-1206932,Np3H,-1,unlabeled
mp-1207004,HfPd2,-1,unlabeled
mp-1208559,TaH4,-1,unlabeled
mp-1209856,NbH4,-1,unlabeled
mp-1216102,Y2Ge3,-1,unlabeled
mp-1217705,Tb2Ge3,-1,unlabeled
mp-1217971,Ta2H,-1,unlabeled
mp-1219196,Sm2Ge3,-1,unlabeled
mp-1224258,HfTi,-1,unlabeled
mp-1224292,HfTa,-1,unlabeled
mp-1224300,HfSc,-1,unlabeled
mp-1224307,HfNb,-1,unlabeled
mp-1224310,GeSb,-1,unlabeled
mp-1224311,GeSb,-1,unlabeled
mp-1224345,HfMo2,-1,unlabeled
mp-1224352,H4Pd3,-1,unlabeled
mp-1224383,Hf3N2,-1,unlabeled
mp-1224388,Hf3N2,-1,unlabeled
mp-1224413,H3Pd4,-1,unlabeled
mp-1238814,H4N,-1,unlabeled
mp-12750,SmGe2,-1,unlabeled
mp-12884,Hf5Te4,-1,unlabeled
mp-13037,TmGe2,-1,unlabeled
mp-13450,HfSb,-1,unlabeled
mp-13683,HfGe2,-1,unlabeled
mp-13688,Ge2Mo,-1,unlabeled
mp-1405,TbGe,-1,unlabeled
mp-1424,GePd,-1,unlabeled
mp-1464,Nd5Ge3,-1,unlabeled
mp-1465,Nd5Ge3,-1,unlabeled
mp-1543,Ge2Pt,-1,unlabeled
mp-15964,Hf3Sb,-1,unlabeled
mp-15965,Hf5Si3,-1,unlabeled
mp-16315,GePt3,-1,unlabeled
mp-16370,Th2Ge,-1,unlabeled
mp-16371,ThGe2,-1,unlabeled
mp-16372,ThGe2,-1,unlabeled
mp-16373,UGe2,-1,unlabeled
mp-1675,Ho3Ge4,-1,unlabeled
mp-16842,Nb5Ge3,-1,unlabeled
mp-1689,HfRe2,-1,unlabeled
mp-17045,Hf3Rh5,-1,unlabeled
mp-17118,Y3Ge5,-1,unlabeled
mp-17124,Pr5Ge3,-1,unlabeled
mp-17381,Y3Ge4,-1,unlabeled
mp-1739,Hf5Ge3,-1,unlabeled
mp-17593,Ta5Ge3,-1,unlabeled
mp-17706,Zr5Ge3,-1,unlabeled
mp-17751,Y5Ge3,-1,unlabeled
mp-17757,Sr5Ge3,-1,unlabeled
mp-17910,Nb5Ge3,-1,unlabeled
mp-19761,LaGe2,-1,unlabeled
mp-20061,GePt2,-1,unlabeled
mp-2015,Nd3Ge5,-1,unlabeled
mp-20576,Ge2Pt3,-1,unlabeled
mp-208,GeIr,-1,unlabeled
mp-20866,GeRh,-1,unlabeled
mp-21008,Ni3Ge,-1,unlabeled
mp-2102,PrGe,-1,unlabeled
mp-2105,Hf3Si2,-1,unlabeled
mp-21104,Hf5Sn3,-1,unlabeled
mp-2129,NdGe2,-1,unlabeled
mp-21328,HfSn,-1,unlabeled
mp-21345,LaGe,-1,unlabeled
mp-2147,SrGe,-1,unlabeled
mp-22050,Hf2In5,-1,unlabeled
mp-22239,GeRh,-1,unlabeled
mp-22585,GeRh2,-1,unlabeled
mp-2363,HfMo2,-1,unlabeled
mp-24082,Ta2H,-1,unlabeled
mp-24095,PrH2,-1,unlabeled
mp-24096,NdH2,-1,unlabeled
mp-24152,HoH2,-1,unlabeled
mp-24153,LaH2,-1,unlabeled
mp-24154,NbH2,-1,unlabeled
mp-24155,ZrH2,-1,unlabeled
mp-24161,TiH2,-1,unlabeled
mp-24201,H2S,-1,unlabeled
mp-24237,ScH2,-1,unlabeled
mp-24286,ZrH2,-1,unlabeled
mp-24288,LuH2,-1,unlabeled
mp-24289,HPd,-1,unlabeled
mp-24291,ThH2,-1,unlabeled
mp-2430,ZrGe2,-1,unlabeled
mp-24417,MoH,-1,unlabeled
mp-24420,H2Se,-1,unlabeled
mp-24513,YH3,-1,unlabeled
mp-24650,YH2,-1,unlabeled
mp-24658,SmH2,-1,unlabeled
mp-24723,TaH2,-1,unlabeled
mp-24724,TbH2,-1,unlabeled
mp-24726,TiH2,-1,unlabeled
mp-24727,TmH2,-1,unlabeled
mp-24728,VH2,-1,unlabeled
mp-2607,UGe3,-1,unlabeled
mp-27731,HfH2,-1,unlabeled
mp-2802,HfRu,-1,unlabeled
mp-2828,HfN,-1,unlabeled
mp-28919,Hf3Te2,-1,unlabeled
mp-29772,YGe3,-1,unlabeled
mp-32565,Tb4H9,-1,unlabeled
mp-32994,Hf4N3,-1,unlabeled
mp-363,NbGe2,-1,unlabeled
mp-423,GePd2,-1,unlabeled
mp-494,GeMo3,-1,unlabeled
mp-505780,Ge7Ir3,-1,unlabeled
mp-510691,Hf5Sn4,-1,unlabeled
mp-514,HfZn2,-1,unlabeled
mp-542595,Ge2W,-1,unlabeled
mp-542640,GePt,-1,unlabeled
mp-542748,Ho3Ge5,-1,unlabeled
mp-567889,TiGe2,-1,unlabeled
mp-568002,HfI3,-1,unlabeled
mp-568151,Ti5Ge3,-1,unlabeled
mp-569037,Y3H2,-1,unlabeled
mp-569891,Nb5Ge3,-1,unlabeled
mp-570870,Hf5Sb9,-1,unlabeled
mp-570960,HfOs2,-1,unlabeled
mp-571322,Nb3Ge,-1,unlabeled
mp-632219,ZrH,-1,unlabeled
mp-632311,Ta2H,-1,unlabeled
mp-634930,YbH3,-1,unlabeled
mp-642644,V2H,-1,unlabeled
mp-642659,V2H,-1,unlabeled
mp-672698,GeTe,-1,unlabeled
mp-690760,TiH,-1,unlabeled
mp-697179,ZrH,-1,unlabeled
mp-697915,Yb3H8,-1,unlabeled
mp-7285,HfNi3,-1,unlabeled
mp-7558,TaGe2,-1,unlabeled
mp-7590,GeP,-1,unlabeled
mp-767,Yb3Ge5,-1,unlabeled
mp-8373,GeP,-1,unlabeled
mp-861,Hf2Ni,-1,unlabeled
mp-861653,ThH3,-1,unlabeled
mp-862731,Pm3Ge,-1,unlabeled
mp-862816,PaGe3,-1,unlabeled
mp-862864,Pa3Ge,-1,unlabeled
mp-862910,PmH3,-1,unlabeled
mp-863656,PmH,-1,unlabeled
mp-864647,Hf2N,-1,unlabeled
mp-865166,HfPd5,-1,unlabeled
mp-866108,HfZn3,-1,unlabeled
mp-867857,SmH3,-1,unlabeled
mp-971753,ZnGe3,-1,unlabeled
mp-971820,ZnH,-1,unlabeled
mp-971826,Tl3H,-1,unlabeled
mp-971835,Tl3H,-1,unlabeled
mp-971928,Zn3Ge,-1,unlabeled
mp-972063,YbGe3,-1,unlabeled
mp-972077,TcGe3,-1,unlabeled
mp-972087,ZrH3,-1,unlabeled
mp-972521,SmGe,-1,unlabeled
mp-972751,Si3Ge,-1,unlabeled
mp-973024,La3Hf,-1,unlabeled
mp-973053,ScH3,-1,unlabeled
mp-973157,Ge3P,-1,unlabeled
mp-973786,H3Pb,-1,unlabeled
mp-973883,Ge3Rh,-1,unlabeled
mp-973906,LuGe2,-1,unlabeled
mp-973963,NiH3,-1,unlabeled
mp-974049,Hf3Pt,-1,unlabeled
mp-974310,In3Ge,-1,unlabeled
mp-974464,ReH3,-1,unlabeled
mp-975524,InGe3,-1,unlabeled
mp-975591,NdHf,-1,unlabeled
mp-975638,Pr3Hf,-1,unlabeled
mp-975657,PrH,-1,unlabeled
mp-975912,Mo3H,-1,unlabeled
mp-975921,HfRu3,-1,unlabeled
mp-976053,Ge3Te,-1,unlabeled
mp-976061,PrGe3,-1,unlabeled
mp-976106,Hf3Tl,-1,unlabeled
mp-976122,Ge3Sb,-1,unlabeled
mp-976128,Hf5Sc,-1,unlabeled
mp-976273,Hf3Ge2,-1,unlabeled
mp-976582,HfSb3,-1,unlabeled
mp-976948,Ni3H,-1,unlabeled
mp-977343,H3Pt,-1,unlabeled
mp-977573,HfH3,-1,unlabeled
mp-978497,Si3H,-1,unlabeled
mp-978797,Sm3Hf,-1,unlabeled
mp-978829,Sm3Hf,-1,unlabeled
mp-978856,SrH3,-1,unlabeled
mp-978992,SnH4,-1,unlabeled
mp-979013,SmGe3,-1,unlabeled
mp-979254,SnGe3,-1,unlabeled
mp-981551,PrGe5,-1,unlabeled
mp-982244,Pa3H,-1,unlabeled
mp-982930,HfTl3,-1,unlabeled
mp-982982,HfH3,-1,unlabeled
mp-983407,HPd3,-1,unlabeled
mp-990441,H2O,-1,unlabeled
mp-9935,GeSb,-1,unlabeled
mp-9938,Hf2Si,-1,unlabeled
mp-9939,Hf2Ge,-1,unlabeled
mp-9953,HfP,-1,unlabeled
mp-9970,ScGe,-1,unlabeled
mp-9971,YGe,-1,unlabeled
mp-998969,TiH,-1,unlabeled
mp-999123,TbH3,-1,unlabeled
mp-1001843,HoP,-1,unlabeled
mp-1001844,HoN,-1,unlabeled
mp-1007690,HgPt3,-1,unlabeled
mp-1007691,HfPt,-1,unlabeled
mp-1007786,HfIr,-1,unlabeled
mp-1008754,TbHg2,-1,unlabeled
mp-1008777,SmHg2,-1,unlabeled
mp-1009017,HoSb,-1,unlabeled
mp-1009113,HoHg2,-1,unlabeled
mp-10149,InSb,-1,unlabeled
mp-1018727,HoS2,-1,unlabeled
mp-1018728,HoSe2,-1,unlabeled
mp-1018732,HoTe2,-1,unlabeled
mp-1021668,In3Sb,-1,unlabeled
mp-1025395,HoTe3,-1,unlabeled
mp-1056900,IN,-1,unlabeled
mp-1057320,NiHg,-1,unlabeled
mp-1057979,IN,-1,unlabeled
mp-1062114,SmHg2,-1,unlabeled
mp-1062597,HoPd2,-1,unlabeled
mp-1062648,TbHg2,-1,unlabeled
mp-1062824,YbHg2,-1,unlabeled
mp-1062935,LaHg2,-1,unlabeled
mp-1063224,HoHg2,-1,unlabeled
mp-1063280,LaHg2,-1,unlabeled
mp-1066522,HgPt3,-1,unlabeled
mp-1067833,SnI3,-1,unlabeled
mp-1071274,HfV2,-1,unlabeled
mp-1072865,HoSn2,-1,unlabeled
mp-10764,HgS,-1,unlabeled
mp-1077147,HoSi2,-1,unlabeled
mp-1078508,HoTe3,-1,unlabeled
mp-1078721,InPd3,-1,unlabeled
mp-1079180,HoPt,-1,unlabeled
mp-1079218,Ho3Sn7,-1,unlabeled
mp-1079421,UHg3,-1,unlabeled
mp-1079810,HfSn2,-1,unlabeled
mp-1080094,SrHg3,-1,unlabeled
mp-1080552,SrHg3,-1,unlabeled
mp-1080577,HoSn3,-1,unlabeled
mp-1087502,HoPd,-1,unlabeled
mp-1092,HoHg,-1,unlabeled
mp-1095094,SnI3,-1,unlabeled
mp-1097011,IN2,-1,unlabeled
mp-1101953,HoOs2,-1,unlabeled
mp-1101968,HoTc2,-1,unlabeled
mp-1102104,Ho2Pt,-1,unlabeled
mp-1102328,HoRe2,-1,unlabeled
mp-1102510,Ho5S7,-1,unlabeled
mp-11028,K3Hg11,-1,unlabeled
mp-1103129,IN5,-1,unlabeled
mp-1103837,HoZn12,-1,unlabeled
mp-1103863,Ho3Pt4,-1,unlabeled
mp-1104206,Ho3Pd4,-1,unlabeled
mp-1104814,Ho3Ni2,-1,unlabeled
mp-1105026,Ho2Te5,-1,unlabeled
mp-1105078,Hf3In4,-1,unlabeled
mp-1105835,Y3In5,-1,unlabeled
mp-1105984,TeI7,-1,unlabeled
mp-1106336,Ho7Rh3,-1,unlabeled
mp-1123,HgS,-1,unlabeled
mp-11456,HfPt3,-1,unlabeled
mp-11457,HfRh,-1,unlabeled
mp-11462,KHg,-1,unlabeled
mp-11466,NaHg2,-1,unlabeled
mp-11468,NdHg2,-1,unlabeled
mp-11470,Hg2Pt,-1,unlabeled
mp-11471,ScHg,-1,unlabeled
mp-11472,SrHg2,-1,unlabeled
mp-11473,TlHg,-1,unlabeled
mp-11474,TlHg3,-1,unlabeled
mp-11475,TmHg,-1,unlabeled
mp-11476,HoIr,-1,unlabeled
mp-11477,HoSn3,-1,unlabeled
mp-1181055,Ho5Tl3,-1,unlabeled
mp-1181185,IO3,-1,unlabeled
mp-1184551,Hg3Pt,-1,unlabeled
mp-1184552,Hf3Ta,-1,unlabeled
mp-1184574,Hg3P,-1,unlabeled
mp-1184608,Hg3Pt,-1,unlabeled
mp-1184651,Hg3Sb,-1,unlabeled
mp-1184658,HgPd3,-1,unlabeled
mp-1184661,Hf3I,-1,unlabeled
mp-1184685,Hg3P,-1,unlabeled
mp-1184700,Hg3Pb,-1,unlabeled
mp-1184702,Hg3Pd,-1,unlabeled
mp-1184707,Ho3Sc,-1,unlabeled
mp-1184723,HfZr3,-1,unlabeled
mp-1184727,Hg3Rh,-1,unlabeled
mp-1184756,IrI,-1,unlabeled
mp-1184789,InHg3,-1,unlabeled
mp-1184798,InPb,-1,unlabeled
mp-1184812,InSn3,-1,unlabeled
mp-1184825,In3Pt,-1,unlabeled
mp-1184841,HoO3,-1,unlabeled
mp-1184852,In3Ni,-1,unlabeled
mp-1184885,HoZr,-1,unlabeled
mp-1184894,In3Sn,-1,unlabeled
mp-1184899,HoTm3,-1,unlabeled
mp-1184920,HoOs3,-1,unlabeled
mp-1184930,HoLu3,-1,unlabeled
mp-1184932,In3Pb,-1,unlabeled
mp-1184933,In3Hg,-1,unlabeled
mp-1184934,In3Si,-1,unlabeled
mp-1184994,KHg3,-1,unlabeled
mp-1185041,KHg3,-1,unlabeled
mp-1185042,KHg3,-1,unlabeled
mp-1185066,La3Hg,-1,unlabeled
mp-1185438,Lu3Hg,-1,unlabeled
mp-1185606,La3Ho,-1,unlabeled
mp-1186043,Na3Hf,-1,unlabeled
mp-1186047,Na3In,-1,unlabeled
mp-1186050,Na3Hg,-1,unlabeled
mp-1186058,Na3Hg,-1,unlabeled
mp-1186137,NaHg3,-1,unlabeled
mp-1186142,NaHg3,-1,unlabeled
mp-1186145,NaHo3,-1,unlabeled
mp-1186150,NaHo3,-1,unlabeled
mp-1186152,NaHg3,-1,unlabeled
mp-1186215,Nb3I,-1,unlabeled
mp-1186269,Nd3Hf,-1,unlabeled
mp-1186273,Nd3I,-1,unlabeled
mp-1186314,NdHg3,-1,unlabeled
mp-1186315,NdHo3,-1,unlabeled
mp-1186385,Pa3Hg,-1,unlabeled
mp-1186445,Pd3I,-1,unlabeled
mp-1186516,Pm3Ho,-1,unlabeled
mp-1186518,Pm3I,-1,unlabeled
mp-1186580,PmHg3,-1,unlabeled
mp-1186584,PmHo3,-1,unlabeled
mp-1186587,PmHo3,-1,unlabeled
mp-1186593,PmI,-1,unlabeled
mp-1186719,Pr3Ho,-1,unlabeled
mp-11870,Hg2Rh,-1,unlabeled
mp-1187047,Sn3Hg,-1,unlabeled
mp-1187064,Th3In,-1,unlabeled
mp-1187088,SnHg3,-1,unlabeled
mp-11871,HoNi,-1,unlabeled
mp-1187119,Sr3Hg,-1,unlabeled
mp-1187285,Tb3Ho,-1,unlabeled
mp-1187294,Tb3Ho,-1,unlabeled
mp-1187299,Tb3In,-1,unlabeled
mp-1187338,TbHo3,-1,unlabeled
mp-1187350,TbHo3,-1,unlabeled
mp-1187410,Th3Hg,-1,unlabeled
mp-1187638,Tl3In,-1,unlabeled
mp-1187665,Ti3In,-1,unlabeled
mp-1187675,YbHo3,-1,unlabeled
mp-1187699,Tm3In,-1,unlabeled
mp-1187742,TlIn3,-1,unlabeled
mp-1187827,TlIn3,-1,unlabeled
mp-1187849,YHo3,-1,unlabeled
mp-1187954,ZnIn3,-1,unlabeled
mp-1188012,Zr3I,-1,unlabeled
mp-1188042,ZrHg3,-1,unlabeled
mp-1188109,Ho3In5,-1,unlabeled
mp-1188417,Ho5In3,-1,unlabeled
mp-1188476,Ho3Pt,-1,unlabeled
mp-1188513,HoSi3,-1,unlabeled
mp-1188721,IN4,-1,unlabeled
mp-1188947,Nd3In5,-1,unlabeled
mp-1189120,Ho3Ir,-1,unlabeled
mp-1190011,Ho3Os,-1,unlabeled
mp-1190039,I3N,-1,unlabeled
mp-1206423,NdIn,-1,unlabeled
mp-1207060,TiI2,-1,unlabeled
mp-1207072,Hf2U,-1,unlabeled
mp-1207380,ZrIn,-1,unlabeled
mp-1216519,TlHg,-1,unlabeled
mp-1216558,Tl3In,-1,unlabeled
mp-1216624,UHg3,-1,unlabeled
mp-1216825,TiIn,-1,unlabeled
mp-1217267,ThHg,-1,unlabeled
mp-1217274,ThHg3,-1,unlabeled
mp-1219907,PrHo,-1,unlabeled
mp-1222812,LaHg3,-1,unlabeled
mp-1223633,InSb,-1,unlabeled
mp-1223650,InHg3,-1,unlabeled
mp-1223653,InSn4,-1,unlabeled
mp-1223654,InPb,-1,unlabeled
mp-1223797,HoTh,-1,unlabeled
mp-1223902,HgTe,-1,unlabeled
mp-1223969,HgPb2,-1,unlabeled
mp-1223984,HgPb3,-1,unlabeled
mp-1224108,HgPb4,-1,unlabeled
mp-1224314,HfMo,-1,unlabeled
mp-1224450,In2Te3,-1,unlabeled
mp-1240,HoS,-1,unlabeled
mp-1250,Lu2In,-1,unlabeled
mp-12544,Ho3Pd2,-1,unlabeled
mp-12899,HoSi,-1,unlabeled
mp-12900,HoSi,-1,unlabeled
mp-13141,HgTe,-1,unlabeled
mp-13236,Ho5Si3,-1,unlabeled
mp-13427,Sr3Hg2,-1,unlabeled
mp-1386,HoPb3,-1,unlabeled
mp-1400,HfW2,-1,unlabeled
mp-1507,HgTe,-1,unlabeled
mp-1540,HoTl,-1,unlabeled
mp-1608,ZrHg3,-1,unlabeled
mp-1630,Zr3Hg,-1,unlabeled
mp-16378,HoS2,-1,unlabeled
mp-1752,HoSi2,-1,unlabeled
mp-17974,Na3Hg2,-1,unlabeled
mp-1811,HgTe,-1,unlabeled
mp-195,HoPt3,-1,unlabeled
mp-1979,HoPd3,-1,unlabeled
mp-20012,InSb,-1,unlabeled
mp-2013,HoTl3,-1,unlabeled
mp-20132,InHg,-1,unlabeled
mp-2041,HoZn2,-1,unlabeled
mp-20433,Ti3In4,-1,unlabeled
mp-20457,InP,-1,unlabeled
mp-2050,HoSb,-1,unlabeled
mp-2054,TbHg,-1,unlabeled
mp-20695,Zr3In,-1,unlabeled
mp-20729,LaIn3,-1,unlabeled
mp-20760,La2In,-1,unlabeled
mp-20800,ZrIn2,-1,unlabeled
mp-20903,PrIn3,-1,unlabeled
mp-21092,InNi2,-1,unlabeled
mp-21215,InPd,-1,unlabeled
mp-21294,Y2In,-1,unlabeled
mp-21431,HoIn3,-1,unlabeled
mp-21477,RbIn4,-1,unlabeled
mp-21486,Tm2In,-1,unlabeled
mp-2163,HoRh,-1,unlabeled
mp-22075,In7Pt3,-1,unlabeled
mp-22282,LaIn2,-1,unlabeled
mp-22682,In2Pt,-1,unlabeled
mp-22704,YIn,-1,unlabeled
mp-22860,LaI,-1,unlabeled
mp-23194,LaI2,-1,unlabeled
mp-23223,TiI3,-1,unlabeled
mp-2354,Ti3Hg,-1,unlabeled
mp-2399,YHg,-1,unlabeled
mp-2459,YbIn,-1,unlabeled
mp-2510,ZrHg,-1,unlabeled
mp-2522,LuHg,-1,unlabeled
mp-2545,YbHg,-1,unlabeled
mp-255,NaHg,-1,unlabeled
mp-2560,Ti3Hg,-1,unlabeled
mp-2579,HoPt2,-1,unlabeled
mp-2681,Ho5Sb3,-1,unlabeled
mp-2685,HgPd,-1,unlabeled
mp-2730,HgTe,-1,unlabeled
mp-27638,NiI2,-1,unlabeled
mp-27652,ThI2,-1,unlabeled
mp-28753,NdI2,-1,unlabeled
mp-29551,Na3Hg,-1,unlabeled
mp-29671,TmI2,-1,unlabeled
mp-30708,HfNi2,-1,unlabeled
mp-30713,Ho2Zn17,-1,unlabeled
mp-30717,KHg2,-1,unlabeled
mp-30719,Mg2Hg,-1,unlabeled
mp-30721,Hg5Pd2,-1,unlabeled
mp-30722,ScHg3,-1,unlabeled
mp-30723,Th2Hg,-1,unlabeled
mp-30724,ThHg3,-1,unlabeled
mp-30725,YHg2,-1,unlabeled
mp-30726,YHg3,-1,unlabeled
mp-30728,HoIn,-1,unlabeled
mp-30730,Ho5Pb3,-1,unlabeled
mp-30734,Ho5Rh3,-1,unlabeled
mp-30735,Ho5Sn3,-1,unlabeled
mp-30736,HoZn3,-1,unlabeled
mp-31472,Rb5Hg19,-1,unlabeled
mp-31473,K2Hg7,-1,unlabeled
mp-31474,Rb2Hg7,-1,unlabeled
mp-464,HoSe,-1,unlabeled
mp-510439,In2Pt3,-1,unlabeled
mp-540904,ThI3,-1,unlabeled
mp-542,SrHg,-1,unlabeled
mp-545619,HgO,-1,unlabeled
mp-546,HoRh2,-1,unlabeled
mp-554055,HoS,-1,unlabeled
mp-568526,SrHg2,-1,unlabeled
mp-568838,Hg4I7,-1,unlabeled
mp-569103,Mg3Hg,-1,unlabeled
mp-569851,Ho10Si17,-1,unlabeled
mp-570362,Sr5In3,-1,unlabeled
mp-570560,Na3Hg2,-1,unlabeled
mp-570578,ZrIn3,-1,unlabeled
mp-570749,YbHg2,-1,unlabeled
